Ticker,Fiscal_Year,Period_End_Date,Filing_Date,Filing_Type,Period_Type,Quarter,Status,Field,Value,Concept
ETN,2024,2024-12-31,2025-02-27,10-K,Annual,,✓,shares_average,397600000.0,WeightedAverageNumberOfSharesOutstandingBasic
