rank,percentile,ticker,company_name,score,sector,market_cap,price,liquidity,pe_ratio,fcf_yield,earnings_yield,ttm_gross_margin,ttm_operating_margin,debt_to_ebitda,roa,top_factor,value_trap,missing_factor_count,data_quality,feature_available_date,weight_pct,alloc_pct
11,98.1%,M,Macy’s Inc,0.6,CONSUMER CYCLICAL,6B,23.5,186M,9.6,23.4%,10.4%,36.5%,4.5%,0.0,4.1%,high_fcf_yield,False,0,good,2026-06-29,4.0%,4.0%
12,98.0%,BHP,BHP Group Limited,0.6,BASIC MATERIALS,212B,83.3,264M,9.8,9.8%,10.2%,82.7%,41.0%,0.1,18.7%,high_earnings_yield,False,0,good,2026-03-01,5.6%,5.6%
13,97.7%,CARG,CarGurus,0.6,CONSUMER CYCLICAL,3B,34.1,43M,21.7,8.7%,4.6%,89.9%,21.7%,0.0,28.7%,high_fcf_yield,False,1,partial,2026-05-30,4.7%,4.7%
14,97.6%,GDDY,Godaddy Inc,0.6,TECHNOLOGY,11B,84.9,233M,13.1,14.4%,7.6%,59.8%,23.9%,0.0,10.7%,high_fcf_yield,False,1,partial,2026-05-30,7.6%,7.6%
15,97.4%,KGC,Kinross Gold Corporation,0.6,BASIC MATERIALS,28B,23.6,246M,9.9,10.7%,10.1%,52.8%,48.2%,0.0,22.1%,high_earnings_yield,False,0,good,2026-05-30,3.0%,3.0%
16,97.2%,BBWI,Bath & Body Works Inc.,0.5,CONSUMER CYCLICAL,5B,23.1,113M,6.4,19.5%,15.6%,43.2%,15.8%,0.1,14.6%,high_fcf_yield,False,0,good,2026-06-29,3.7%,3.7%
17,97.1%,TDC,Teradata Corp,0.5,TECHNOLOGY,3B,34.7,110M,8.0,20.0%,12.6%,60.2%,6.2%,0.2,19.7%,high_fcf_yield,False,0,good,2026-05-30,3.1%,3.1%
18,97.0%,APA,APA Corporation,0.5,ENERGY,12B,32.6,201M,7.5,12.9%,13.3%,53.9%,34.6%,0.1,8.5%,high_earnings_yield,False,0,good,2026-05-30,3.3%,3.3%
19,96.8%,BLKB,Blackbaud Inc,0.5,TECHNOLOGY,1B,29.6,30M,9.7,21.3%,10.3%,59.2%,19.5%,0.1,6.7%,high_fcf_yield,False,0,good,2026-05-30,5.0%,5.0%
20,96.8%,COLL,Collegium Pharmaceutical Inc,0.5,HEALTHCARE,1B,36.2,16M,19.4,22.7%,5.2%,60.7%,23.8%,0.1,4.5%,high_fcf_yield,False,1,partial,2026-05-30,3.3%,3.3%
21,96.6%,SBH,Sally Beauty Holdings Inc,0.5,CONSUMER CYCLICAL,1B,14.1,21M,7.7,18.7%,13.0%,51.9%,8.2%,0.4,6.4%,high_fcf_yield,False,1,partial,2026-05-30,3.2%,3.2%
22,96.5%,NUTX,Nutex Health Inc,0.5,HEALTHCARE,1B,170.9,19M,12.7,21.9%,7.9%,47.5%,31.4%,0.2,10.1%,high_fcf_yield,False,1,partial,2026-05-30,2.0%,2.0%
23,96.4%,YELP,Yelp Inc,0.5,COMMUNICATION SERVICES,1B,24.5,31M,10.5,19.3%,9.5%,88.9%,12.8%,0.0,13.7%,high_fcf_yield,False,1,partial,2026-05-30,4.4%,4.4%
24,96.3%,CHTR,Charter Communications Inc,0.4,COMMUNICATION SERVICES,22B,142.2,564M,3.7,22.3%,27.3%,43.3%,24.1%,0.1,3.2%,high_earnings_yield,False,1,partial,2026-05-30,3.6%,3.6%
25,96.3%,CMCSA,Comcast Corp,0.4,COMMUNICATION SERVICES,88B,24.5,972M,4.7,23.0%,21.2%,70.1%,15.3%,0.2,7.2%,high_fcf_yield,False,0,good,2026-05-30,6.1%,6.1%
