portfolio,date,net_return,gross_return,tc_cost,turnover,n_stocks
xgb_gr_top_pct_10,2012-11-30,0.014784784820523313,0.015028028063766557,0.0002432432432432432,0.2432432432432432,37
xgb_gr_top_pct_10,2012-12-31,0.03579725899186982,0.036113048465554035,0.00031578947368421053,0.3157894736842105,38
xgb_gr_top_pct_10,2013-01-31,0.07728868936009903,0.07760447883378324,0.00031578947368421053,0.3157894736842105,38
xgb_gr_top_pct_10,2013-02-28,-0.009045890262728397,-0.008815121031959167,0.00023076923076923076,0.23076923076923073,39
xgb_gr_top_pct_10,2013-03-31,0.0313886266168735,0.0317136266168735,0.000325,0.32499999999999996,40
xgb_gr_top_pct_10,2013-04-30,0.025431310049912895,0.025918489537092384,0.00048717948717948725,0.4871794871794872,38
xgb_gr_top_pct_10,2013-05-31,0.008625731382577826,0.008856500613347057,0.00023076923076923076,0.23076923076923073,39
xgb_gr_top_pct_10,2013-06-30,-0.012416205294874206,-0.011991205294874206,0.00042500000000000003,0.42500000000000004,37
xgb_gr_top_pct_10,2013-07-31,0.05951227978171594,0.059937279781715945,0.00042500000000000003,0.42500000000000004,40
xgb_gr_top_pct_10,2013-08-31,0.001699181242568892,0.0019186934376908432,0.0002195121951219512,0.2195121951219512,38
xgb_gr_top_pct_10,2013-09-30,0.03596227775935905,0.03641227775935905,0.00045000000000000004,0.44999999999999996,40
xgb_gr_top_pct_10,2013-10-31,0.041318244652222856,0.04149324465222286,0.00017500000000000005,0.17500000000000004,40
xgb_gr_top_pct_10,2013-11-30,0.01357245040165959,0.013834355163564353,0.00026190476190476186,0.26190476190476186,40
xgb_gr_top_pct_10,2013-12-31,0.024379057666048885,0.024736200523191743,0.00035714285714285714,0.3571428571428571,38
xgb_gr_top_pct_10,2014-01-31,-0.033477231633212236,-0.03312839442390991,0.00034883720930232553,0.34883720930232553,41
xgb_gr_top_pct_10,2014-02-28,0.06179715183575285,0.06200645416133425,0.00020930232558139536,0.2093023255813954,43
xgb_gr_top_pct_10,2014-03-31,0.028471388029745116,0.02880472136307845,0.00033333333333333343,0.33333333333333337,42
xgb_gr_top_pct_10,2014-04-30,0.014099402812133142,0.014610513923244254,0.0005111111111111111,0.5111111111111111,43
xgb_gr_top_pct_10,2014-05-31,0.019340235754319153,0.019584680198763596,0.0002444444444444445,0.24444444444444446,44
xgb_gr_top_pct_10,2014-06-30,0.03953853569216961,0.039871869025502944,0.00033333333333333343,0.33333333333333337,45
xgb_gr_top_pct_10,2014-07-31,-0.03325875530216105,-0.03305875530216105,0.00019999999999999996,0.19999999999999996,44
xgb_gr_top_pct_10,2014-08-31,0.057264061639164705,0.057375172750275816,0.00011111111111111117,0.11111111111111116,41
xgb_gr_top_pct_10,2014-09-30,-0.040174053514676504,-0.03990132624194923,0.00027272727272727274,0.2727272727272727,42
xgb_gr_top_pct_10,2014-10-31,0.008367968643125825,0.008640695915853099,0.00027272727272727274,0.2727272727272727,43
xgb_gr_top_pct_10,2014-11-30,0.01862231981768487,0.01885636237087636,0.00023404255319148937,0.23404255319148937,46
xgb_gr_top_pct_10,2014-12-31,0.013062334119665446,0.013301464554448054,0.00023913043478260865,0.23913043478260865,46
xgb_gr_top_pct_10,2015-01-31,-0.029086970761621974,-0.02885780409495531,0.0002291666666666666,0.22916666666666663,46
xgb_gr_top_pct_10,2015-02-28,0.061420224448347244,0.06164939111501391,0.0002291666666666666,0.22916666666666663,47
xgb_gr_top_pct_10,2015-03-31,-0.023432849742330824,-0.023126727293351232,0.0003061224489795919,0.30612244897959184,48
xgb_gr_top_pct_10,2015-04-30,0.024952258303193222,0.02538363085221283,0.00043137254901960795,0.43137254901960786,51
xgb_gr_top_pct_10,2015-05-31,-0.007137688146625391,-0.006863178342703823,0.0002745098039215686,0.27450980392156865,51
xgb_gr_top_pct_10,2015-06-30,-0.035229417390134375,-0.035029417390134376,0.00019999999999999996,0.19999999999999996,48
xgb_gr_top_pct_10,2015-07-31,-0.008174153367366507,-0.007994153367366507,0.00018000000000000007,0.18000000000000005,49
xgb_gr_top_pct_10,2015-08-31,-0.03756087737243091,-0.03730087737243091,0.00026000000000000003,0.26,49
xgb_gr_top_pct_10,2015-09-30,-0.04574593367852311,-0.04550593367852311,0.00024,0.24,49
xgb_gr_top_pct_10,2015-10-31,0.05480807439842569,0.05501215603107875,0.00020408163265306123,0.20408163265306123,49
xgb_gr_top_pct_10,2015-11-30,0.0068219484609284686,0.007021948460928468,0.00019999999999999996,0.19999999999999996,49
xgb_gr_top_pct_10,2015-12-31,-0.024135002704891325,-0.023855002704891326,0.00028000000000000003,0.28,49
xgb_gr_top_pct_10,2016-01-31,-0.053364518869463626,-0.053201253563341176,0.00016326530612244895,0.16326530612244894,48
xgb_gr_top_pct_10,2016-02-29,0.03729561652202487,0.03739978318869154,0.00010416666666666663,0.10416666666666663,47
xgb_gr_top_pct_10,2016-03-31,0.10215696628740936,0.10251113295407603,0.00035416666666666664,0.35416666666666663,48
xgb_gr_top_pct_10,2016-04-30,-0.01236729903221718,-0.012081584746502895,0.0002857142857142857,0.2857142857142857,48
xgb_gr_top_pct_10,2016-05-31,0.0104785676416286,0.01064183294775105,0.00016326530612244895,0.16326530612244894,49
xgb_gr_top_pct_10,2016-06-30,-0.013353721251417087,-0.01302719063917219,0.00032653061224489796,0.326530612244898,49
xgb_gr_top_pct_10,2016-07-31,0.09262915359686887,0.09289445971931784,0.0002653061224489796,0.26530612244897955,49
xgb_gr_top_pct_10,2016-08-31,0.014304083896985415,0.014544083896985416,0.00024,0.24,50
xgb_gr_top_pct_10,2016-09-30,0.025562173061592572,0.025934722081200415,0.00037254901960784314,0.37254901960784315,50
xgb_gr_top_pct_10,2016-10-31,-0.02688555654883167,-0.0266110467449101,0.0002745098039215686,0.27450980392156865,51
xgb_gr_top_pct_10,2016-11-30,0.08199681502534406,0.08215681502534405,0.00016000000000000004,0.16000000000000003,50
xgb_gr_top_pct_10,2016-12-31,0.03788074324245105,0.03828815064985845,0.00040740740740740744,0.40740740740740744,54
xgb_gr_top_pct_10,2017-01-31,0.02853287958443988,0.02880560685716715,0.00027272727272727274,0.2727272727272727,55
xgb_gr_top_pct_10,2017-02-28,0.026412422175529852,0.026560570323678,0.00014814814814814815,0.14814814814814814,53
xgb_gr_top_pct_10,2017-03-31,0.005636337886702602,0.005765967516332232,0.00012962962962962966,0.12962962962962965,54
xgb_gr_top_pct_10,2017-04-30,0.021319039095760044,0.021707927984648934,0.00038888888888888887,0.38888888888888884,54
xgb_gr_top_pct_10,2017-05-31,-0.016053147622190456,-0.015849443918486753,0.00020370370370370372,0.20370370370370372,53
xgb_gr_top_pct_10,2017-06-30,-0.00017026711048362294,8.899214877563639e-05,0.0002592592592592593,0.2592592592592593,52
xgb_gr_top_pct_10,2017-07-31,0.02215674422681877,0.022341929412003955,0.00018518518518518523,0.18518518518518523,53
xgb_gr_top_pct_10,2017-08-31,-0.004127697115723932,-0.003942511930538747,0.00018518518518518523,0.18518518518518523,54
xgb_gr_top_pct_10,2017-09-30,0.059692954851291224,0.06005659121492759,0.00036363636363636367,0.36363636363636365,55
xgb_gr_top_pct_10,2017-10-31,0.012322851341257851,0.012595578613985125,0.00027272727272727274,0.2727272727272727,54
